# darshan log version: 3.21
# compression method: ZLIB
# exe: /scratch1/06058/iwang/benchmarks/specfem3d/tinytest_rtx_8_adios_darshan/bin/xmeshfem3D 
# uid: 853572
# jobid: 2172550
# start_time: 1608328864
# start_time_asci: Fri Dec 18 16:01:04 2020
# end_time: 1608328899
# end_time_asci: Fri Dec 18 16:01:39 2020
# nprocs: 8
# run time: 36
# metadata: lib_ver = 3.2.1
# metadata: h = romio_no_indep_rw=true;cb_nodes=4

# log file regions
# -------------------------------------------------------
# header: 360 bytes (uncompressed)
# job data: 281 bytes (compressed)
# record table: 532 bytes (compressed)
# POSIX module: 2192 bytes (compressed), ver=4
# MPI-IO module: 913 bytes (compressed), ver=3
# STDIO module: 178 bytes (compressed), ver=2
# DXT_POSIX module: 14755 bytes (compressed), ver=1
# DXT_MPIIO module: 4407 bytes (compressed), ver=2

# mounted file systems (mount point and fs type)
# -------------------------------------------------------
# mount entry:	/proc/sys/fs/binfmt_misc	autofs
# mount entry:	/sys/kernel/config	configfs
# mount entry:	/sys/fs/pstore	pstore
# mount entry:	/dev/mqueue	mqueue
# mount entry:	/scratch2	lustre
# mount entry:	/scratch3	lustre
# mount entry:	/scratch1	lustre
# mount entry:	/home1	lustre
# mount entry:	/admin	nfs
# mount entry:	/boot	xfs
# mount entry:	/work	lustre
# mount entry:	/dev	devtmpfs
# mount entry:	/tmp	xfs
# mount entry:	/var	xfs
# mount entry:	/	rootfs
# mount entry:	/	xfs

# ***************************************************
# DXT_POSIX module data
# ***************************************************

# DXT, file_id: 5332043150047334746, file_name: /scratch1/06058/iwang/benchmarks/specfem3d/tinytest_rtx_8_adios_darshan/OUTPUT_FILES/output_mesher.txt
# DXT, rank: 0, hostname: c197-052.frontera.tacc.utexas.edu
# DXT, write_count: 515, read_count: 0
# DXT, mnt_pt: /scratch1, fs_type: lustre
# Module    Rank  Wt/Rd  Segment          Offset       Length    Start(s)      End(s)
 X_POSIX       0  write      383           12078              67     34.8026     34.8026
 X_POSIX       0  write      384           12145               2     34.8026     34.8026
 X_POSIX       0  write      385           12147               2     34.8026     34.8026
 X_POSIX       0  write      386           12149              33     34.8026     34.8026
 X_POSIX       0  write      387           12182               2     34.8029     34.8029
 X_POSIX       0  write      388           12184              27     34.8029     34.8029
 X_POSIX       0  write      389           12211               2     34.8089     34.8089
 X_POSIX       0  write      390           12213              13     34.8089     34.8090
 X_POSIX       0  write      391           12226               2     34.8090     34.8090
 X_POSIX       0  write      392           12228              25     34.8090     34.8090
 X_POSIX       0  write      393           12253               2     34.8091     34.8091
 X_POSIX       0  write      394           12255              25     34.8091     34.8091
 X_POSIX       0  write      395           12280               2     34.8092     34.8092
 X_POSIX       0  write      396           12282              30     34.8092     34.8092
 X_POSIX       0  write      397           12312              51     34.8092     34.8092
 X_POSIX       0  write      398           12363              67     34.8127     34.8127
 X_POSIX       0  write      399           12430               2     34.8127     34.8127
 X_POSIX       0  write      400           12432               2     34.8127     34.8127
 X_POSIX       0  write      401           12434              32     34.8127     34.8127
 X_POSIX       0  write      402           12466               2     34.8128     34.8128
 X_POSIX       0  write      403           12468              45     34.8128     34.8128
 X_POSIX       0  write      404           12513               2     34.8131     34.8131
 X_POSIX       0  write      405           12515              36     34.8131     34.8131
 X_POSIX       0  write      406           12551              36     34.8131     34.8131
 X_POSIX       0  write      407           12587              36     34.8131     34.8131
 X_POSIX       0  write      408           12623              24     34.8131     34.8132
 X_POSIX       0  write      409           12647               2     34.8132     34.8132
 X_POSIX       0  write      410           12649              49     34.8132     34.8132
 X_POSIX       0  write      411           12698              49     34.8132     34.8132
 X_POSIX       0  write      412           12747              35     34.8132     34.8132
 X_POSIX       0  write      413           12782               2     34.8132     34.8132
 X_POSIX       0  write      414           12784              51     34.8132     34.8132
 X_POSIX       0  write      415           12835              51     34.8132     34.8132
 X_POSIX       0  write      416           12886               2     34.8132     34.8132
 X_POSIX       0  write      417           12888              50     34.8132     34.8132
 X_POSIX       0  write      418           12938              62     34.8132     34.8132
 X_POSIX       0  write      419           13000              54     34.8132     34.8132
 X_POSIX       0  write      420           13054               2     34.8132     34.8133
 X_POSIX       0  write      421           13056              33     34.8133     34.8133
 X_POSIX       0  write      422           13089              55     34.8133     34.8133
 X_POSIX       0  write      423           13144              36     34.8133     34.8133
 X_POSIX       0  write      424           13180               2     34.8133     34.8133
 X_POSIX       0  write      425           13182               2     34.8133     34.8133
 X_POSIX       0  write      426           13184              28     34.8133     34.8133
 X_POSIX       0  write      427           13212               2     34.8133     34.8133
 X_POSIX       0  write      428           13214              29     34.8134     34.8134
 X_POSIX       0  write      429           13243               2     34.8134     34.8134
 X_POSIX       0  write      430           13245              36     34.8134     34.8134
 X_POSIX       0  write      431           13281               2     34.8134     34.8134
 X_POSIX       0  write      432           13283              55     34.8134     34.8134
 X_POSIX       0  write      433           13338              56     34.8134     34.8134
 X_POSIX       0  write      434           13394              56     34.8134     34.8134
 X_POSIX       0  write      435           13450              32     34.8134     34.8134
 X_POSIX       0  write      436           13482              60     34.8134     34.8135
 X_POSIX       0  write      437           13542               2     34.8135     34.8135
 X_POSIX       0  write      438           13544              77     34.8135     34.8135
 X_POSIX       0  write      439           13621               2     34.8135     34.8135
 X_POSIX       0  write      440           13623               2     34.8135     34.8135
 X_POSIX       0  write      441           13625              49     34.8135     34.8135
 X_POSIX       0  write      442           13674               2     34.8135     34.8135
 X_POSIX       0  write      443           13676               2     34.8135     34.8135
 X_POSIX       0  write      444           13678              31     34.8135     34.8135
 X_POSIX       0  write      445           13709               2     34.8135     34.8135
 X_POSIX       0  write      446           13711              20     34.8135     34.8136
 X_POSIX       0  write      447           13731              68     34.8136     34.8136
 X_POSIX       0  write      448           13799              69     34.8136     34.8136
 X_POSIX       0  write      449           13868               2     34.8136     34.8136
 X_POSIX       0  write      450           13870              70     34.8136     34.8136
 X_POSIX       0  write      451           13940              70     34.8136     34.8136
 X_POSIX       0  write      452           14010               2     34.8136     34.8136
 X_POSIX       0  write      453           14012              17     34.8136     34.8137
 X_POSIX       0  write      454           14029              35     34.8138     34.8138
 X_POSIX       0  write      455           14064              50     34.8138     34.8139
 X_POSIX       0  write      456           14114              40     34.8139     34.8139
 X_POSIX       0  write      457           14154               2     34.8139     34.8139
 X_POSIX       0  write      458           14156              45     34.8139     34.8139
 X_POSIX       0  write      459           14201              45     34.8139     34.8139
 X_POSIX       0  write      460           14246              45     34.8139     34.8139
 X_POSIX       0  write      461           14291              53     34.8140     34.8140
 X_POSIX       0  write      462           14344               2     34.8140     34.8140
 X_POSIX       0  write      463           14346               2     34.8140     34.8140
 X_POSIX       0  write      464           14348              38     34.8140     34.8140
 X_POSIX       0  write      465           14386              61     34.8140     34.8140
 X_POSIX       0  write      466           14447              63     34.8140     34.8141
 X_POSIX       0  write      467           14510               2     34.8141     34.8141
 X_POSIX       0  write      468           14512               2     34.8141     34.8141
 X_POSIX       0  write      469           14514              29     34.8141     34.8141
 X_POSIX       0  write      470           14543              21     34.8141     34.8141
 X_POSIX       0  write      471           14564               2     34.8141     34.8141
 X_POSIX       0  write      472           14566              27     34.8141     34.8141
 X_POSIX       0  write      473           14593               2     34.8142     34.8142
 X_POSIX       0  write      474           14595              26     34.8142     34.8142
 X_POSIX       0  write      475           14621              26     34.8142     34.8142
 X_POSIX       0  write      476           14647              65     34.8144     34.8144
 X_POSIX       0  write      477           14712              62     34.8242     34.8242
 X_POSIX       0  write      478           14774              65     34.8302     34.8302
 X_POSIX       0  write      479           14839              69     34.8358     34.8358
 X_POSIX       0  write      480           14908               2     34.8441     34.8441
 X_POSIX       0  write      481           14910              50     34.8441     34.8442
 X_POSIX       0  write      482           14960              50     34.8442     34.8442
 X_POSIX       0  write      483           15010               2     34.8442     34.8442
 X_POSIX       0  write      484           15012              45     34.8442     34.8442
 X_POSIX       0  write      485           15057               2     34.8442     34.8442
 X_POSIX       0  write      486           15059              37     34.8442     34.8442
 X_POSIX       0  write      487           15096              36     34.8442     34.8443
 X_POSIX       0  write      488           15132               2     34.8443     34.8443
 X_POSIX       0  write      489           15134              54     34.8443     34.8443
 X_POSIX       0  write      490           15188               2     34.8443     34.8443
 X_POSIX       0  write      491           15190              41     34.8443     34.8443
 X_POSIX       0  write      492           15231              35     34.8443     34.8443
 X_POSIX       0  write      493           15266              35     34.8443     34.8443
 X_POSIX       0  write      494           15301               2     34.8443     34.8443
 X_POSIX       0  write      495           15303              81     34.8443     34.8443
 X_POSIX       0  write      496           15384               3     34.8443     34.8443
 X_POSIX       0  write      497           15387               2     34.8443     34.8443
 X_POSIX       0  write      498           15389              38     34.8443     34.8443
 X_POSIX       0  write      499           15427               2     34.8444     34.8444
 X_POSIX       0  write      500           15429               2     34.8444     34.8444
 X_POSIX       0  write      501           15431              58     34.8444     34.8444
 X_POSIX       0  write      502           15489               2     34.8444     34.8444
 X_POSIX       0  write      503           15491              45     34.8444     34.8444
 X_POSIX       0  write      504           15536               2     34.8444     34.8444
 X_POSIX       0  write      505           15538              75     34.8444     34.8444
 X_POSIX       0  write      506           15613              16     34.8444     34.8445
 X_POSIX       0  write      507           15629               2     34.8445     34.8445
 X_POSIX       0  write      508           15631               2     34.8477     34.8477
 X_POSIX       0  write      509           15633              68     34.8478     34.8478
 X_POSIX       0  write      510           15701              25     34.8478     34.8478
 X_POSIX       0  write      511           15726              85     34.8478     34.8478
 X_POSIX       0  write      512           15811               2     34.8478     34.8478
 X_POSIX       0  write      513           15813              24     34.8478     34.8478
 X_POSIX       0  write      514           15837               2     34.8478     34.8478

# DXT, file_id: 15920181672442173319, file_name: <STDOUT>
# DXT, rank: 0, hostname: c197-052.frontera.tacc.utexas.edu
# DXT, write_count: 8, read_count: 0
# DXT, mnt_pt: UNKNOWN, fs_type: UNKNOWN
# Module    Rank  Wt/Rd  Segment          Offset       Length    Start(s)      End(s)
 X_POSIX       0  write        0               0               2      0.2101      0.2101
 X_POSIX       0  write        1               2              16      0.2101      0.2101
 X_POSIX       0  write        2              18              16      0.2101      0.2101
 X_POSIX       0  write        3              34              81      0.2101      0.2101
 X_POSIX       0  write        4             115              35      0.2101      0.2101
 X_POSIX       0  write        5             150              16      0.2101      0.2101
 X_POSIX       0  write        6             166              16      0.2101      0.2101
 X_POSIX       0  write        7             182               2      0.2101      0.2101

# DXT, file_id: 18128357553358766510, file_name: /scratch1/06058/iwang/benchmarks/specfem3d/tinytest_rtx_8_adios_darshan/DATA/CMTSOLUTION
# DXT, rank: 0, hostname: c197-052.frontera.tacc.utexas.edu
# DXT, write_count: 0, read_count: 3
# DXT, mnt_pt: /scratch1, fs_type: lustre
# Module    Rank  Wt/Rd  Segment          Offset       Length    Start(s)      End(s)
 X_POSIX       0   read        0               0             370      0.2159      0.2159
 X_POSIX       0   read        1             370               0      0.2159      0.2159
 X_POSIX       0   read        2             370               0      0.2222      0.2222

# DXT, file_id: 4817170743875084417, file_name: /scratch1/06058/iwang/benchmarks/specfem3d/tinytest_rtx_8_adios_darshan/OUTPUT_FILES/addressing.txt
# DXT, rank: 0, hostname: c197-052.frontera.tacc.utexas.edu
# DXT, write_count: 8, read_count: 0
# DXT, mnt_pt: /scratch1, fs_type: lustre
# Module    Rank  Wt/Rd  Segment          Offset       Length    Start(s)      End(s)
 X_POSIX       0  write        0               0              49      0.3346      0.3350
 X_POSIX       0  write        1              49              49      0.3353      0.3353
 X_POSIX       0  write        2              98              49      0.3353      0.3353
 X_POSIX       0  write        3             147              49      0.3353      0.3353
 X_POSIX       0  write        4             196              49      0.3353      0.3353
 X_POSIX       0  write        5             245              49      0.3353      0.3354
 X_POSIX       0  write        6             294              49      0.3354      0.3354
 X_POSIX       0  write        7             343              49      0.3354      0.3354

# DXT, file_id: 1754743406936876959, file_name: /scratch1/06058/iwang/benchmarks/specfem3d/tinytest_rtx_8_adios_darshan/DATABASES_MPI/proc000000_reg1_topo.bin
# DXT, rank: 0, hostname: c197-052.frontera.tacc.utexas.edu
# DXT, write_count: 17, read_count: 0
# DXT, mnt_pt: /scratch1, fs_type: lustre
# Module    Rank  Wt/Rd  Segment          Offset       Length    Start(s)      End(s)
 X_POSIX       0  write        0               0               4     16.6791     16.6796
 X_POSIX       0  write        1               4         4194304     16.6796     16.6831
 X_POSIX       0  write        2         4194308         4194304     16.6831     16.6865
 X_POSIX       0  write        3         8388612         4194304     16.6865     16.6899
 X_POSIX       0  write        4        12582916         4194304     16.6899     16.6933
 X_POSIX       0  write        5        16777220         4194304     16.6933     16.6973
 X_POSIX       0  write        6        20971524         4194304     16.6973     16.7009
 X_POSIX       0  write        7        25165828         4194304     16.7009     16.7043
 X_POSIX       0  write        8        29360132         4194304     16.7043     16.7077
 X_POSIX       0  write        9        33554436         4194304     16.7077     16.7118
 X_POSIX       0  write       10        37748740         4194304     16.7118     16.7153
 X_POSIX       0  write       11        41943044         4194304     16.7153     16.7187
 X_POSIX       0  write       12        46137348         4194304     16.7187     16.7221
 X_POSIX       0  write       13        50331652         4194304     16.7221     16.7260
 X_POSIX       0  write       14        54525956         3794048     16.7260     16.7292
 X_POSIX       0  write       15        58320004               4     16.7293     16.7293
 X_POSIX       0  write       16               0               4     16.7293     16.7330

# DXT, file_id: 349301200717624589, file_name: /scratch1/06058/iwang/benchmarks/specfem3d/tinytest_rtx_8_adios_darshan/DATA/s362ani/S362ANI
# DXT, rank: 0, hostname: c197-052.frontera.tacc.utexas.edu
# DXT, write_count: 0, read_count: 24
# DXT, mnt_pt: /scratch1, fs_type: lustre
# Module    Rank  Wt/Rd  Segment          Offset       Length    Start(s)      End(s)
 X_POSIX       0   read        0               0            8192     16.8032     16.8195
 X_POSIX       0   read        1            8192            8182     16.8198     16.8206
 X_POSIX       0   read        2           16374            8160     16.8209     16.8209
 X_POSIX       0   read        3           24534            8187     16.8214     16.8214
 X_POSIX       0   read        4           32721            8179     16.8215     16.8216
 X_POSIX       0   read        5           40900            8179     16.8217     16.8217
 X_POSIX       0   read        6           49079            8179     16.8218     16.8218
 X_POSIX       0   read        7           57258            8179     16.8219     16.8219
 X_POSIX       0   read        8           65437            8141     16.8220     16.8220
 X_POSIX       0   read        9           73578            8179     16.8221     16.8221
 X_POSIX       0   read       10           81757            8179     16.8223     16.8223
 X_POSIX       0   read       11           89936            8179     16.8224     16.8224
 X_POSIX       0   read       12           98115            8179     16.8225     16.8225
 X_POSIX       0   read       13          106294            8179     16.8226     16.8226
 X_POSIX       0   read       14          114473            8179     16.8227     16.8227
 X_POSIX       0   read       15          122652            8141     16.8228     16.8228
 X_POSIX       0   read       16          130793            8179     16.8229     16.8229
 X_POSIX       0   read       17          138972            8179     16.8230     16.8230
 X_POSIX       0   read       18          147151            8179     16.8231     16.8231
 X_POSIX       0   read       19          155330            8179     16.8231     16.8231
 X_POSIX       0   read       20          163509            8179     16.8232     16.8232
 X_POSIX       0   read       21          171688            5910     16.8233     16.8234
 X_POSIX       0   read       22          177598               0     16.8234     16.8234
 X_POSIX       0   read       23          177598               0     16.8235     16.8235

# DXT, file_id: 4664994884629835395, file_name: /scratch1/06058/iwang/benchmarks/specfem3d/tinytest_rtx_8_adios_darshan/DATA/crust2.0/CNtype2.txt
# DXT, rank: 0, hostname: c197-052.frontera.tacc.utexas.edu
# DXT, write_count: 0, read_count: 11
# DXT, mnt_pt: /scratch1, fs_type: lustre
# Module    Rank  Wt/Rd  Segment          Offset       Length    Start(s)      End(s)
 X_POSIX       0   read        0               0            8192     17.0188     17.0329
 X_POSIX       0   read        1            8192            8145     17.0330     17.0416
 X_POSIX       0   read        2           16337            8145     17.0417     17.0417
 X_POSIX       0   read        3           24482            8145     17.0419     17.0419
 X_POSIX       0   read        4           32627            8145     17.0420     17.0420
 X_POSIX       0   read        5           40772            8145     17.0422     17.0422
 X_POSIX       0   read        6           48917            8145     17.0423     17.0423
 X_POSIX       0   read        7           57062            8145     17.0425     17.0425
 X_POSIX       0   read        8           65207            8145     17.0426     17.0426
 X_POSIX       0   read        9           73352            8098     17.0428     17.0428
 X_POSIX       0   read       10           81450               0     17.0428     17.0428

# DXT, file_id: 1114548382079596753, file_name: /scratch1/06058/iwang/benchmarks/specfem3d/tinytest_rtx_8_adios_darshan/DATA/crust2.0/CNtype2_key_modif.txt
# DXT, rank: 0, hostname: c197-052.frontera.tacc.utexas.edu
# DXT, write_count: 0, read_count: 12
# DXT, mnt_pt: /scratch1, fs_type: lustre
# Module    Rank  Wt/Rd  Segment          Offset       Length    Start(s)      End(s)
 X_POSIX       0   read        0               0            8192     17.0434     17.0572
 X_POSIX       0   read        1            8192            8165     17.0575     17.0581
 X_POSIX       0   read        2           16357            8165     17.0584     17.0584
 X_POSIX       0   read        3           24522            8175     17.0586     17.0586
 X_POSIX       0   read        4           32697            8155     17.0588     17.0588
 X_POSIX       0   read        5           40852            8168     17.0590     17.0590
 X_POSIX       0   read        6           49020            8161     17.0592     17.0592
 X_POSIX       0   read        7           57181            8170     17.0594     17.0594
 X_POSIX       0   read        8           65351            8175     17.0597     17.0597
 X_POSIX       0   read        9           73526            8170     17.0599     17.0599
 X_POSIX       0   read       10           81696            2863     17.0601     17.0601
 X_POSIX       0   read       11           84559               0     17.0601     17.0601

# DXT, file_id: 5431743959049801296, file_name: /scratch1/06058/iwang/benchmarks/specfem3d/tinytest_rtx_8_adios_darshan/DATABASES_MPI/stacey.bp
# DXT, rank: 0, hostname: c197-052.frontera.tacc.utexas.edu
# DXT, write_count: 6, read_count: 8
# DXT, mnt_pt: /scratch1, fs_type: lustre
# Module    Rank  Wt/Rd  Segment          Offset       Length    Start(s)      End(s)
 X_POSIX       0  write        0               0           18149     18.5017     18.5031
 X_POSIX       0  write        1          144219           11795     18.5034     18.5037
 X_POSIX       0  write        2          144219            5194     34.5881     34.5881
 X_POSIX       0  write        3          185771           23155     34.5884     34.5898
 X_POSIX       0  write        4          185771            1882     34.8056     34.8063
 X_POSIX       0  write        5          200827           34515     34.8066     34.8077
 X_POSIX       0   read        0          155986              28     34.5862     34.5862
 X_POSIX       0   read        1          144219             416     34.5864     34.5864
 X_POSIX       0   read        2          144635           10972     34.5865     34.5865
 X_POSIX       0   read        3          155607             379     34.5867     34.5867
 X_POSIX       0   read        4          208898              28     34.8038     34.8038
 X_POSIX       0   read        5          185771             816     34.8039     34.8039
 X_POSIX       0   read        6          186587           21932     34.8041     34.8041
 X_POSIX       0   read        7          208519             379     34.8043     34.8043

# DXT, file_id: 4110627256476436230, file_name: /scratch1/06058/iwang/benchmarks/specfem3d/tinytest_rtx_8_adios_darshan/DATABASES_MPI/solver_data.bp
# DXT, rank: 0, hostname: c197-052.frontera.tacc.utexas.edu
# DXT, write_count: 6, read_count: 8
# DXT, mnt_pt: /scratch1, fs_type: lustre
# Module    Rank  Wt/Rd  Segment          Offset       Length    Start(s)      End(s)
 X_POSIX       0  write        0               0        54975318     33.7756     34.3506
 X_POSIX       0  write        1       439801571           54524     34.3511     34.4217
 X_POSIX       0  write        2       439801571         3502251     34.6906     34.7565
 X_POSIX       0  write        3       467819579           98414     34.7571     34.7619
 X_POSIX       0  write        4       467819579          180547     34.8183     34.8221
 X_POSIX       0  write        5       469263955          144326     34.8228     34.8235
 X_POSIX       0   read        0       439856067              28     34.6815     34.6815
 X_POSIX       0   read        1       439801571             472     34.6817     34.6817
 X_POSIX       0   read        2       439802043           53624     34.6818     34.6818
 X_POSIX       0   read        3       439855667             400     34.6821     34.6821
 X_POSIX       0   read        4       467917965              28     34.8152     34.8152
 X_POSIX       0   read        5       467819579             928     34.8153     34.8153
 X_POSIX       0   read        6       467820507           97058     34.8155     34.8155
 X_POSIX       0   read        7       467917565             400     34.8160     34.8160

# DXT, file_id: 14325125717893122181, file_name: /scratch1/06058/iwang/benchmarks/specfem3d/tinytest_rtx_8_adios_darshan/DATABASES_MPI/boundary.bp
# DXT, rank: 0, hostname: c197-052.frontera.tacc.utexas.edu
# DXT, write_count: 6, read_count: 8
# DXT, mnt_pt: /scratch1, fs_type: lustre
# Module    Rank  Wt/Rd  Segment          Offset       Length    Start(s)      End(s)
 X_POSIX       0  write        0               0          778284     34.4271     34.4304
 X_POSIX       0  write        1         6225299           39426     34.4308     34.4336
 X_POSIX       0  write        2         6225299          143057     34.7661     34.7680
 X_POSIX       0  write        3         7369755           78411     34.7685     34.7700
 X_POSIX       0  write        4         7369755           21857     34.8273     34.8283
 X_POSIX       0  write        5         7544611          117396     34.8289     34.8297
 X_POSIX       0   read        0         6264697              28     34.7634     34.7634
 X_POSIX       0   read        1         6225299             432     34.7636     34.7636
 X_POSIX       0   read        2         6225731           38581     34.7637     34.7637
 X_POSIX       0   read        3         6264312             385     34.7639     34.7639
 X_POSIX       0   read        4         7448138              28     34.8250     34.8250
 X_POSIX       0   read        5         7369755             848     34.8251     34.8251
 X_POSIX       0   read        6         7370603           77150     34.8252     34.8252
 X_POSIX       0   read        7         7447753             385     34.8256     34.8256

# DXT, file_id: 17348985365701488170, file_name: /scratch1/06058/iwang/benchmarks/specfem3d/tinytest_rtx_8_adios_darshan/DATABASES_MPI/attenuation.bp
# DXT, rank: 0, hostname: c197-052.frontera.tacc.utexas.edu
# DXT, write_count: 6, read_count: 8
# DXT, mnt_pt: /scratch1, fs_type: lustre
# Module    Rank  Wt/Rd  Segment          Offset       Length    Start(s)      End(s)
 X_POSIX       0  write        0               0         8897086     34.4517     34.5470
 X_POSIX       0  write        1        71175715            6925     34.5472     34.5565
 X_POSIX       0  write        2        71175715          688947     34.7738     34.7922
 X_POSIX       0  write        3        76687291           13400     34.7924     34.7947
 X_POSIX       0  write        4        76687291           32947     34.8325     34.8344
 X_POSIX       0  write        5        76950867           19875     34.8346     34.8350
 X_POSIX       0   read        0        71182612              28     34.7715     34.7715
 X_POSIX       0   read        1        71175715             456     34.7716     34.7716
 X_POSIX       0   read        2        71176171            6047     34.7718     34.7718
 X_POSIX       0   read        3        71182218             394     34.7719     34.7719
 X_POSIX       0   read        4        76700663              28     34.8309     34.8309
 X_POSIX       0   read        5        76687291             896     34.8310     34.8310
 X_POSIX       0   read        6        76688187           12082     34.8311     34.8311
 X_POSIX       0   read        7        76700269             394     34.8313     34.8313

# DXT, file_id: 2116023013457362855, file_name: /scratch1/06058/iwang/benchmarks/specfem3d/tinytest_rtx_8_adios_darshan/DATABASES_MPI/solver_data_mpi.bp
# DXT, rank: 0, hostname: c197-052.frontera.tacc.utexas.edu
# DXT, write_count: 6, read_count: 8
# DXT, mnt_pt: /scratch1, fs_type: lustre
# Module    Rank  Wt/Rd  Segment          Offset       Length    Start(s)      End(s)
 X_POSIX       0  write        0               0          121483     34.5591     34.5605
 X_POSIX       0  write        1         1195499           10921     34.5607     34.5633
 X_POSIX       0  write        2         1195499           23472     34.7974     34.7975
 X_POSIX       0  write        3         1438347           21395     34.7978     34.7978
 X_POSIX       0  write        4         1438347            3504     34.8398     34.8428
 X_POSIX       0  write        5         1471531           31869     34.8430     34.8438
 X_POSIX       0   read        0         1206392              28     34.7958     34.7958
 X_POSIX       0   read        1         1195499             448     34.7960     34.7960
 X_POSIX       0   read        2         1195947           10054     34.7961     34.7961
 X_POSIX       0   read        3         1206001             391     34.7962     34.7962
 X_POSIX       0   read        4         1459714              28     34.8365     34.8376
 X_POSIX       0   read        5         1438347             880     34.8377     34.8381
 X_POSIX       0   read        6         1439227           20096     34.8383     34.8383
 X_POSIX       0   read        7         1459323             391     34.8385     34.8385

# DXT, file_id: 16008934290591939107, file_name: /scratch1/06058/iwang/benchmarks/specfem3d/tinytest_rtx_8_adios_darshan/OUTPUT_FILES/values_from_mesher.h
# DXT, rank: 0, hostname: c197-052.frontera.tacc.utexas.edu
# DXT, write_count: 219, read_count: 0
# DXT, mnt_pt: /scratch1, fs_type: lustre
# Module    Rank  Wt/Rd  Segment          Offset       Length    Start(s)      End(s)
 X_POSIX       0  write        0               0               2     34.8450     34.8453
 X_POSIX       0  write        1               2               3     34.8456     34.8456
 X_POSIX       0  write        2               5              67     34.8456     34.8456
 X_POSIX       0  write        3              72               3     34.8456     34.8456
 X_POSIX       0  write        4              75              20     34.8456     34.8456
 X_POSIX       0  write        5              95              19     34.8456     34.8457
 X_POSIX       0  write        6             114               3     34.8457     34.8457
 X_POSIX       0  write        7             117               3     34.8457     34.8457
 X_POSIX       0  write        8             120              35     34.8457     34.8457
 X_POSIX       0  write        9             155               3     34.8457     34.8457
 X_POSIX       0  write       10             158              52     34.8457     34.8457
 X_POSIX       0  write       11             210               3     34.8457     34.8457
 X_POSIX       0  write       12             213              39     34.8457     34.8457
 X_POSIX       0  write       13             252               3     34.8457     34.8457
 X_POSIX       0  write       14             255              54     34.8457     34.8457
 X_POSIX       0  write       15             309               3     34.8457     34.8457
 X_POSIX       0  write       16             312              45     34.8457     34.8458
 X_POSIX       0  write       17             357              64     34.8458     34.8458
 X_POSIX       0  write       18             421               3     34.8458     34.8458
 X_POSIX       0  write       19             424              43     34.8458     34.8458
 X_POSIX       0  write       20             467              41     34.8458     34.8458
 X_POSIX       0  write       21             508               3     34.8458     34.8458
 X_POSIX       0  write       22             511              65     34.8458     34.8458
 X_POSIX       0  write       23             576              76     34.8458     34.8458
 X_POSIX       0  write       24             652               3     34.8458     34.8458
 X_POSIX       0  write       25             655              32     34.8458     34.8458
 X_POSIX       0  write       26             687              31     34.8458     34.8458
 X_POSIX       0  write       27             718               3     34.8458     34.8459
 X_POSIX       0  write       28             721              61     34.8459     34.8459
 X_POSIX       0  write       29             782              28     34.8459     34.8459
 X_POSIX       0  write       30             810              56     34.8459     34.8459
 X_POSIX       0  write       31             866              28     34.8459     34.8459
 X_POSIX       0  write       32             894              68     34.8459     34.8459
 X_POSIX       0  write       33             962              28     34.8459     34.8459
 X_POSIX       0  write       34             990               3     34.8459     34.8459
 X_POSIX       0  write       35             993              46     34.8459     34.8459
 X_POSIX       0  write       36            1039              45     34.8459     34.8459
 X_POSIX       0  write       37            1084               3     34.8459     34.8460
 X_POSIX       0  write       38            1087              64     34.8460     34.8460
 X_POSIX       0  write       39            1151              65     34.8460     34.8460
 X_POSIX       0  write       40            1216               3     34.8460     34.8460
 X_POSIX       0  write       41            1219              52     34.8460     34.8460
 X_POSIX       0  write       42            1271              51     34.8460     34.8460
 X_POSIX       0  write       43            1322               3     34.8460     34.8460
 X_POSIX       0  write       44            1325              58     34.8460     34.8460
 X_POSIX       0  write       45            1383               3     34.8460     34.8460
 X_POSIX       0  write       46            1386              23     34.8460     34.8460
 X_POSIX       0  write       47            1409              51     34.8460     34.8461
 X_POSIX       0  write       48            1460              50     34.8461     34.8461
 X_POSIX       0  write       49            1510               3     34.8461     34.8461
 X_POSIX       0  write       50            1513              23     34.8461     34.8461
 X_POSIX       0  write       51            1536              51     34.8461     34.8461
 X_POSIX       0  write       52            1587              50     34.8461     34.8461
 X_POSIX       0  write       53            1637               3     34.8461     34.8461
 X_POSIX       0  write       54            1640              23     34.8461     34.8461
 X_POSIX       0  write       55            1663              51     34.8461     34.8461
 X_POSIX       0  write       56            1714              50     34.8461     34.8461
 X_POSIX       0  write       57            1764               3     34.8461     34.8461
 X_POSIX       0  write       58            1767              23     34.8461     34.8462
 X_POSIX       0  write       59            1790              51     34.8462     34.8462
 X_POSIX       0  write       60            1841              50     34.8462     34.8462
 X_POSIX       0  write       61            1891               3     34.8462     34.8462
 X_POSIX       0  write       62            1894              42     34.8462     34.8462
 X_POSIX       0  write       63            1936              41     34.8462     34.8462
 X_POSIX       0  write       64            1977               3     34.8462     34.8462
 X_POSIX       0  write       65            1980              57     34.8462     34.8462
 X_POSIX       0  write       66            2037              50     34.8462     34.8462
 X_POSIX       0  write       67            2087              64     34.8463     34.8463
 X_POSIX       0  write       68            2151              59     34.8463     34.8463
 X_POSIX       0  write       69            2210              62     34.8463     34.8463
